Country,Subject Descriptor,Units,Scale,2019,2020,2021,Estimates Start After
Qatar,"Gross domestic product, current prices",U.S. dollars,Billions,175.838,145.45,169.184,2020
Qatar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"62,817.06","54,184.97","61,790.57",2020
Qatar,"Inflation, average consumer prices",Percent change,,-0.7,-2.719,2.526,2020
Qatar,Volume of imports of goods and services,Percent change,,2.08,-15.459,0.991,2020
Qatar,Volume of exports of goods and services,Percent change,,0.328,-2.514,2.05,2020
Qatar,Population,Persons,Millions,2.799,2.684,2.738,2020
Romania,"Gross domestic product, constant prices",Percent change,,4.127,-3.859,7,2020
Romania,"Gross domestic product, current prices",U.S. dollars,Billions,249.695,248.716,287.279,2020
Romania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"12,861.28","12,867.64","14,863.89",2020
Romania,"Inflation, average consumer prices",Percent change,,3.825,2.646,4.32,2020
Romania,Volume of imports of goods and services,Percent change,,6.85,-5.129,14.126,2020
Romania,Volume of exports of goods and services,Percent change,,4.591,-9.712,13.252,2020
Romania,Population,Persons,Millions,19.415,19.329,19.327,2020
Russia,"Gross domestic product, constant prices",Percent change,,2.033,-2.951,4.69,2020
Russia,"Gross domestic product, current prices",U.S. dollars,Billions,"1,690.05","1,478.57","1,647.57",2020
Russia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"11,516.60","10,115.35","11,273.24",2020
Russia,"Inflation, average consumer prices",Percent change,,4.47,3.382,5.937,2020
Russia,Volume of imports of goods and services,Percent change,,2.83,-12.041,17.315,2020
Russia,Volume of exports of goods and services,Percent change,,-3.366,-4.254,3.175,2020
Russia,Population,Persons,Millions,146.749,146.171,146.149,2020
Rwanda,"Gross domestic product, constant prices",Percent change,,9.469,-3.357,5.104,2019
Rwanda,"Gross domestic product, current prices",U.S. dollars,Billions,10.356,10.332,10.395,2019
Rwanda,"Gross domestic product per capita, current prices",U.S. dollars,Units,835.187,815.824,802.264,2012
Rwanda,"Inflation, average consumer prices",Percent change,,2.426,7.716,2.4,2019
Rwanda,Volume of imports of goods and services,Percent change,,8.481,2.784,-2.291,2019
Rwanda,Volume of exports of goods and services,Percent change,,-5.143,-15.321,22.223,2019
Rwanda,Population,Persons,Millions,12.4,12.665,12.957,2012
Samoa,"Gross domestic product, constant prices",Percent change,,3.58,-2.742,-7.226,2020
Samoa,"Gross domestic product, current prices",U.S. dollars,Billions,0.846,0.812,0.78,2020
Samoa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,291.25","4,090.06","3,906.41",2016
Samoa,"Inflation, average consumer prices",Percent change,,2.193,1.486,-3,2020
Samoa,Population,Persons,Millions,0.197,0.198,0.2,2016
San Marino,"Gross domestic product, constant prices",Percent change,,2.374,-6.544,5.511,2019
San Marino,"Gross domestic product, current prices",U.S. dollars,Billions,1.616,1.554,1.728,2019
San Marino,"Gross domestic product per capita, current prices",U.S. dollars,Units,"48,368.00","46,282.47","50,934.19",2019
San Marino,"Inflation, average consumer prices",Percent change,,0.951,0.215,0.839,2020
San Marino,Population,Persons,Millions,0.033,0.034,0.034,2020
S?o Tom? and Pr?ncipe,"Gross domestic product, constant prices",Percent change,,2.211,3.003,2.131,2020
S?o Tom? and Pr?ncipe,"Gross domestic product, current prices",U.S. dollars,Billions,0.431,0.477,0.534,2020
S?o Tom? and Pr?ncipe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,021.93","2,189.68","2,392.89",2011
S?o Tom? and Pr?ncipe,"Inflation, average consumer prices",Percent change,,7.716,9.821,8.324,2020
S?o Tom? and Pr?ncipe,Volume of imports of goods and services,Percent change,,1.569,-8.198,6.815,2020
S?o Tom? and Pr?ncipe,Volume of exports of goods and services,Percent change,,-8.368,-35.151,18.113,2020
S?o Tom? and Pr?ncipe,Population,Persons,Millions,0.213,0.218,0.223,2011
Saudi Arabia,"Gross domestic product, constant prices",Percent change,,0.331,-4.107,2.836,2020
Saudi Arabia,"Gross domestic product, current prices",U.S. dollars,Billions,792.966,700.118,842.588,2020
Saudi Arabia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"23,173.84","19,995.70","23,762.42",2020
Saudi Arabia,"Inflation, average consumer prices",Percent change,,-2.091,3.438,3.229,2020
Saudi Arabia,Volume of imports of goods and services,Percent change,,2.989,-17.32,8.153,2020
Saudi Arabia,Volume of exports of goods and services,Percent change,,-3.391,-13.465,10.456,2020
Saudi Arabia,Population,Persons,Millions,34.218,35.013,35.459,2020
Senegal,"Gross domestic product, constant prices",Percent change,,4.402,1.5,4.747,2019
Senegal,"Gross domestic product, current prices",U.S. dollars,Billions,23.307,24.681,27.576,2019
Senegal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,430.21","1,474.02","1,602.90",2019
Senegal,"Inflation, average consumer prices",Percent change,,1.02,2.529,2.441,2020
Senegal,Volume of imports of goods and services,Percent change,,0.41,7.608,9.148,2019
Senegal,Volume of exports of goods and services,Percent change,,8.99,-16.279,5.533,2019
Senegal,Population,Persons,Millions,16.296,16.744,17.204,2020
Serbia,"Gross domestic product, constant prices",Percent change,,4.249,-0.98,6.54,2020
Serbia,"Gross domestic product, current prices",U.S. dollars,Billions,51.475,52.96,60.669,2020
Serbia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"7,391.84","7,645.79","8,793.84",2020
Serbia,"Inflation, average consumer prices",Percent change,,1.85,1.575,3.01,2020
Serbia,Volume of imports of goods and services,Percent change,,11.372,-2.559,15.144,2020
Serbia,Volume of exports of goods and services,Percent change,,10.09,-5.691,19.308,2020
Serbia,Population,Persons,Millions,6.964,6.927,6.899,2020
Seychelles,"Gross domestic product, constant prices",Percent change,,1.915,-12.866,6.896,2020
Seychelles,"Gross domestic product, current prices",U.S. dollars,Billions,1.58,1.138,1.288,2020
Seychelles,"Gross domestic product per capita, current prices",U.S. dollars,Units,"16,389.25","11,701.89","13,140.37",2015
Seychelles,"Inflation, average consumer prices",Percent change,,1.807,1.203,9.962,2020
Seychelles,Volume of imports of goods and services,Percent change,,-1.554,-18.269,-5.994,2020
Seychelles,Volume of exports of goods and services,Percent change,,4.377,-18.518,-10.9,2020
Seychelles,Population,Persons,Millions,0.096,0.097,0.098,2015
Sierra Leone,"Gross domestic product, constant prices",Percent change,,5.508,-2.175,3.194,2018
Sierra Leone,"Gross domestic product, current prices",U.S. dollars,Billions,4.119,4.202,4.407,2018
Sierra Leone,"Gross domestic product per capita, current prices",U.S. dollars,Units,527.171,526.723,541.063,2017
Sierra Leone,"Inflation, average consumer prices",Percent change,,14.803,13.447,11.348,2019
Sierra Leone,Volume of imports of goods and services,Percent change,,15.782,-6.248,0.459,2018
Sierra Leone,Volume of exports of goods and services,Percent change,,10.602,-36.626,48.719,2018
Sierra Leone,Population,Persons,Millions,7.813,7.977,8.144,2017
Singapore,"Gross domestic product, constant prices",Percent change,,1.345,-5.391,6.029,2020
Singapore,"Gross domestic product, current prices",U.S. dollars,Billions,374.39,339.981,378.645,2020
Singapore,"Gross domestic product per capita, current prices",U.S. dollars,Units,"65,641.31","59,794.60","66,263.42",2020
Singapore,"Inflation, average consumer prices",Percent change,,0.565,-0.182,1.56,2020
Singapore,Volume of imports of goods and services,Percent change,,0.211,-7.076,6.644,2020
Singapore,Volume of exports of goods and services,Percent change,,0.15,-4.32,7.091,2020
Singapore,Employment,Persons,Millions,3.753,3.655,3.718,2020
Singapore,Population,Persons,Millions,5.704,5.686,5.714,2020
Slovak Republic,"Gross domestic product, constant prices",Percent change,,2.512,-4.754,4.432,2019
Slovak Republic,"Gross domestic product, current prices",U.S. dollars,Billions,105.131,104.491,116.748,2019
Slovak Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"19,288.57","19,144.92","21,383.29",2019
Slovak Republic,"Inflation, average consumer prices",Percent change,,2.766,2.01,2.363,2020
Slovak Republic,Volume of imports of goods and services,Percent change,,2.085,-8.504,13.605,2019
Slovak Republic,Volume of exports of goods and services,Percent change,,0.786,-7.625,13.842,2019
Slovak Republic,Employment,Persons,Millions,2.445,2.399,2.387,2019
Slovak Republic,Population,Persons,Millions,5.45,5.458,5.46,2019
Slovenia,"Gross domestic product, constant prices",Percent change,,3.251,-4.23,6.321,2020
Slovenia,"Gross domestic product, current prices",U.S. dollars,Billions,54.185,53.547,60.89,2020
Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"26,039.10","25,548.77","28,939.27",2020
Slovenia,"Inflation, average consumer prices",Percent change,,1.627,-0.051,1.414,2020
Slovenia,Volume of imports of goods and services,Percent change,,4.671,-9.579,10.88,2020
Slovenia,Volume of exports of goods and services,Percent change,,4.517,-8.663,9.955,2020
Slovenia,Employment,Persons,Millions,1.046,1.04,1.046,2019
Slovenia,Population,Persons,Millions,2.081,2.096,2.104,2020
Solomon Islands,"Gross domestic product, constant prices",Percent change,,1.204,-4.32,1.229,2019
Solomon Islands,"Gross domestic product, current prices",U.S. dollars,Billions,1.579,1.562,1.649,2019
Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,356.62","2,281.35","2,356.51",2015
Solomon Islands,"Inflation, average consumer prices",Percent change,,1.635,2.964,2.423,2019
Solomon Islands,Volume of imports of goods and services,Percent change,,3.298,-21.052,2.744,2019
Solomon Islands,Volume of exports of goods and services,Percent change,,-14.885,-28.449,7.108,2019
Solomon Islands,Population,Persons,Millions,0.67,0.685,0.7,2015
Somalia,"Gross domestic product, constant prices",Percent change,,2.9,-0.7,1.6,2019
Somalia,"Gross domestic product, current prices",U.S. dollars,Billions,5.061,4.99,5.424,2019
Somalia,"Gross domestic product per capita, current prices",U.S. dollars,Units,346.156,331.637,350.361,2013
Somalia,Population,Persons,Millions,14.622,15.046,15.482,2013
South Africa,"Gross domestic product, constant prices",Percent change,,0.113,-6.432,5,2020
South Africa,"Gross domestic product, current prices",U.S. dollars,Billions,387.849,335.344,415.315,2020
South Africa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,598.88","5,624.50","6,861.17",2020
South Africa,"Inflation, average consumer prices",Percent change,,4.13,3.268,4.414,2020
South Africa,Volume of imports of goods and services,Percent change,,0.474,-17.423,15.08,2020
South Africa,Volume of exports of goods and services,Percent change,,-3.409,-11.95,12.2,2020
South Africa,Population,Persons,Millions,58.775,59.622,60.531,2020
South Sudan,"Gross domestic product, constant prices",Percent change,,0.87,-6.589,5.325,2018
South Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,4.589,4.44,3.263,2018
South Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,343.006,322.201,230.132,2008
South Sudan,"Inflation, average consumer prices",Percent change,,51.187,23.984,23,2019
South Sudan,Population,Persons,Millions,13.378,13.779,14.179,2008
Spain,"Gross domestic product, constant prices",Percent change,,2.082,-10.823,5.737,2020
Spain,"Gross domestic product, current prices",U.S. dollars,Billions,"1,393.20","1,280.46","1,439.96",2020
Spain,"Gross domestic product per capita, current prices",U.S. dollars,Units,"29,576.25","27,179.45","30,536.86",2020
Spain,"Inflation, average consumer prices",Percent change,,0.7,-0.323,2.238,2020
Spain,Volume of imports of goods and services,Percent change,,1.199,-15.193,12.005,2020
Spain,Volume of exports of goods and services,Percent change,,2.476,-20.151,11.945,2020
Spain,Employment,Persons,Millions,19.779,19.202,19.565,2020
Spain,Population,Persons,Millions,47.105,47.111,47.155,2020
Sri Lanka,"Gross domestic product, constant prices",Percent change,,2.255,-3.569,3.647,2019
Sri Lanka,"Gross domestic product, current prices",U.S. dollars,Billions,83.978,80.7,80.785,2019
Sri Lanka,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,851.67","3,681.55","3,665.77",2019
Sri Lanka,"Inflation, average consumer prices",Percent change,,4.303,4.557,5.115,2020
Sri Lanka,Volume of imports of goods and services,Percent change,,-8.503,-21.651,3.078,2019
Sri Lanka,Volume of exports of goods and services,Percent change,,-2.119,-29.544,9.017,2019
Sri Lanka,Population,Persons,Millions,21.803,21.92,22.038,2019
St. Kitts and Nevis,"Gross domestic product, constant prices",Percent change,,4.804,-14.41,-1.025,2019
St. Kitts and Nevis,"Gross domestic product, current prices",U.S. dollars,Billions,1.165,0.981,0.976,2019
St. Kitts and Nevis,"Gross domestic product per capita, current prices",U.S. dollars,Units,"20,602.48","17,173.24","16,917.16",2015
St. Kitts and Nevis,"Inflation, average consumer prices",Percent change,,-0.331,-0.589,-0.972,2020
St. Kitts and Nevis,Volume of imports of goods and services,Percent change,,7.52,-23.926,-20.649,2018
St. Kitts and Nevis,Volume of exports of goods and services,Percent change,,8.295,-45.134,-11.484,2018
St. Kitts and Nevis,Population,Persons,Millions,0.057,0.057,0.058,2015
St. Lucia,"Gross domestic product, constant prices",Percent change,,-0.064,-20.374,3.475,2020
St. Lucia,"Gross domestic product, current prices",U.S. dollars,Billions,2.119,1.617,1.715,2020
St. Lucia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"11,782.75","8,934.70","9,419.27",2015
St. Lucia,"Inflation, average consumer prices",Percent change,,0.536,-1.753,2.525,2020
St. Lucia,Volume of imports of goods and services,Percent change,,0.924,-26.923,-13.11,2019
St. Lucia,Volume of exports of goods and services,Percent change,,8.229,-60.807,3.457,2019
St. Lucia,Population,Persons,Millions,0.18,0.181,0.182,2015
St. Vincent and the Grenadines,"Gross domestic product, constant prices",Percent change,,0.534,-3.253,-6.072,2019
St. Vincent and the Grenadines,"Gross domestic product, current prices",U.S. dollars,Billions,0.825,0.807,0.769,2019
St. Vincent and the Grenadines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"7,470.71","7,304.34","6,952.24",2016
St. Vincent and the Grenadines,"Inflation, average consumer prices",Percent change,,0.906,-0.606,1.953,2020
St. Vincent and the Grenadines,Volume of imports of goods and services,Percent change,,0.625,-23.007,-0.508,2019
St. Vincent and the Grenadines,Volume of exports of goods and services,Percent change,,4.505,-44.969,-12.072,2019
St. Vincent and the Grenadines,Population,Persons,Millions,0.11,0.111,0.111,2016
Sudan,"Gross domestic product, constant prices",Percent change,,-2.178,-3.63,0.9,2019
Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,33.564,34.396,35.919,2019
Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,776.549,775.635,789.448,2011
Sudan,"Inflation, average consumer prices",Percent change,,50.994,163.258,194.603,2019
Sudan,Volume of imports of goods and services,Percent change,,17.313,0.571,-6.884,2019
Sudan,Volume of exports of goods and services,Percent change,,1.656,-13.916,20.286,2019
Sudan,Population,Persons,Millions,43.222,44.345,45.498,2011
Suriname,"Gross domestic product, constant prices",Percent change,,1.098,-15.906,0.684,2020
Suriname,"Gross domestic product, current prices",U.S. dollars,Billions,3.984,2.884,2.817,2020
Suriname,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,662.87","4,786.83","4,620.40",2020
Suriname,"Inflation, average consumer prices",Percent change,,4.392,34.89,54.388,2020
Suriname,Volume of imports of goods and services,Percent change,,17.728,-17.943,-7.354,2020
Suriname,Volume of exports of goods and services,Percent change,,-3.99,-10.947,-6.886,2020
Suriname,Population,Persons,Millions,0.598,0.603,0.61,2020
Sweden,"Gross domestic product, constant prices",Percent change,,1.986,-2.795,4.036,2020
Sweden,"Gross domestic product, current prices",U.S. dollars,Billions,533.88,541.064,622.365,2020
Sweden,"Gross domestic product per capita, current prices",U.S. dollars,Units,"51,694.50","52,129.13","58,639.19",2020
Sweden,"Inflation, average consumer prices",Percent change,,1.722,0.657,2.036,2020
Sweden,Volume of imports of goods and services,Percent change,,2.387,-5.387,7.186,2020
Sweden,Volume of exports of goods and services,Percent change,,6.634,-4.803,8.781,2020
Sweden,Employment,Persons,Millions,5.126,5.145,5.032,2020
Sweden,Population,Persons,Millions,10.328,10.379,10.613,2020
Switzerland,"Gross domestic product, constant prices",Percent change,,1.245,-2.506,3.705,2020
Switzerland,"Gross domestic product, current prices",U.S. dollars,Billions,732.492,751.877,810.83,2020
Switzerland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"85,721.73","87,366.60","93,515.48",2020
Switzerland,"Inflation, average consumer prices",Percent change,,0.361,-0.726,0.441,2020
Switzerland,Volume of imports of goods and services,Percent change,,-0.217,-4.416,5.002,2020
Switzerland,Volume of exports of goods and services,Percent change,,-0.762,-6.414,6.329,2020
Switzerland,Employment,Persons,Millions,5.101,5.087,5.1,2020
Switzerland,Population,Persons,Millions,8.545,8.606,8.671,2020
Taiwan Province of China,"Gross domestic product, constant prices",Percent change,,2.964,3.123,5.864,2020
Taiwan Province of China,"Gross domestic product, current prices",U.S. dollars,Billions,612.168,668.156,785.589,2020
Taiwan Province of China,"Gross domestic product per capita, current prices",U.S. dollars,Units,"25,935.90","28,358.30","33,401.71",2020
Taiwan Province of China,"Inflation, average consumer prices",Percent change,,0.546,-0.181,1.6,2020
Taiwan Province of China,Volume of imports of goods and services,Percent change,,2.421,-3.343,8.851,2020
Taiwan Province of China,Volume of exports of goods and services,Percent change,,1.84,0.77,7.431,2020
Taiwan Province of China,Employment,Persons,Millions,11.501,11.504,11.62,2020
Taiwan Province of China,Population,Persons,Millions,23.603,23.561,23.519,2020
Tajikistan,"Gross domestic product, constant prices",Percent change,,7.5,4.5,5,2019
Tajikistan,"Gross domestic product, current prices",U.S. dollars,Billions,8.117,7.997,8.104,2019
Tajikistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,873.499,843.974,839.18,2014
Tajikistan,"Inflation, average consumer prices",Percent change,,7.793,8.589,7.95,2019
Tajikistan,Volume of imports of goods and services,Percent change,,9.313,-2.924,-2.888,2019
Tajikistan,Volume of exports of goods and services,Percent change,,11.854,5.507,10.006,2019
Tajikistan,Population,Persons,Millions,9.292,9.475,9.657,2014
Tanzania,"Gross domestic product, constant prices",Percent change,,6.971,4.806,4.023,2020
Tanzania,"Gross domestic product, current prices",U.S. dollars,Billions,60.81,64.403,69.238,2020
Tanzania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,079.68","1,110.37","1,159.19",2012
Tanzania,"Inflation, average consumer prices",Percent change,,3.448,3.289,3.235,2020
Tanzania,Volume of imports of goods and services,Percent change,,6.21,1.094,7.889,2020
Tanzania,Volume of exports of goods and services,Percent change,,9.447,-0.928,2.782,2020
Tanzania,Population,Persons,Millions,56.322,58.001,59.73,2012
Thailand,"Gross domestic product, constant prices",Percent change,,2.266,-6.099,0.96,2020
Thailand,"Gross domestic product, current prices",U.S. dollars,Billions,544.21,501.712,546.223,2020
Thailand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"7,816.23","7,187.86","7,808.66",2019
Thailand,"Inflation, average consumer prices",Percent change,,0.706,-0.847,0.859,2020
Thailand,Volume of imports of goods and services,Percent change,,-5.167,-13.29,18.268,2020
Thailand,Volume of exports of goods and services,Percent change,,-2.954,-19.434,15.924,2020
Thailand,Population,Persons,Millions,69.626,69.8,69.951,2019
Timor-Leste,"Gross domestic product, constant prices",Percent change,,1.801,-7.6,1.8,2019
Timor-Leste,"Gross domestic product, current prices",U.S. dollars,Billions,2.018,1.777,1.697,2019
Timor-Leste,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,560.51","1,347.86","1,262.72",2019
Timor-Leste,"Inflation, average consumer prices",Percent change,,0.892,0.488,1.596,2020
Timor-Leste,Population,Persons,Millions,1.293,1.318,1.344,2019
Togo,"Gross domestic product, constant prices",Percent change,,5.464,1.758,4.776,2016
Togo,"Gross domestic product, current prices",U.S. dollars,Billions,7.221,7.586,8.493,2016
Togo,"Gross domestic product per capita, current prices",U.S. dollars,Units,893.161,915.625,"1,000.44",2016
Togo,"Inflation, average consumer prices",Percent change,,0.687,1.831,2.747,2019
Togo,Volume of imports of goods and services,Percent change,,4.601,6.17,5.958,2018
Togo,Volume of exports of goods and services,Percent change,,1.251,-4.596,10.442,2018
Togo,Population,Persons,Millions,8.084,8.285,8.49,2020
Tonga,"Gross domestic product, constant prices",Percent change,,0.732,0.655,-2.023,2020
Tonga,"Gross domestic product, current prices",U.S. dollars,Billions,0.517,0.499,0.501,2020
Tonga,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,150.55","4,978.80","5,009.78",2020
Tonga,"Inflation, average consumer prices",Percent change,,3.286,0.423,1.414,2020
Tonga,Volume of imports of goods and services,Percent change,,2.249,-6.391,n/a,2020
Tonga,Volume of exports of goods and services,Percent change,,-5.673,-3.479,n/a,2020
Tonga,Population,Persons,Millions,0.1,0.1,0.1,2020
Trinidad and Tobago,"Gross domestic product, constant prices",Percent change,,-1.246,-7.854,-1.015,2019
Trinidad and Tobago,"Gross domestic product, current prices",U.S. dollars,Billions,23.208,21.587,21.599,2019
Trinidad and Tobago,"Gross domestic product per capita, current prices",U.S. dollars,Units,"16,637.11","15,424.82","15,352.72",2019
Trinidad and Tobago,"Inflation, average consumer prices",Percent change,,1.001,0.599,1.04,2020
Trinidad and Tobago,Volume of imports of goods and services,Percent change,,-11.09,-7.761,-10.489,2020
Trinidad and Tobago,Volume of exports of goods and services,Percent change,,-15.369,-24.915,22.427,2020
Trinidad and Tobago,Population,Persons,Millions,1.395,1.399,1.407,2019
Tunisia,"Gross domestic product, constant prices",Percent change,,0.981,-8.588,3.016,2020
Tunisia,"Gross domestic product, current prices",U.S. dollars,Billions,39.169,39.219,42.733,2020
Tunisia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,324.13","3,294.88","3,555.59",2019
Tunisia,"Inflation, average consumer prices",Percent change,,6.722,5.635,5.73,2020
Tunisia,Volume of imports of goods and services,Percent change,,-8.566,-19.538,4.25,2020
Tunisia,Volume of exports of goods and services,Percent change,,-5.056,-10.958,13.8,2020
Tunisia,Population,Persons,Millions,11.783,11.903,12.019,2019
Turkey,"Gross domestic product, constant prices",Percent change,,0.89,1.794,8.953,2020
Turkey,"Gross domestic product, current prices",U.S. dollars,Billions,760.516,719.919,795.952,2020
Turkey,"Gross domestic product per capita, current prices",U.S. dollars,Units,"9,145.77","8,610.03","9,406.58",2020
Turkey,"Inflation, average consumer prices",Percent change,,15.177,12.279,16.984,2020
Turkey,Volume of imports of goods and services,Percent change,,-4.281,7.904,3.448,2020
Turkey,Volume of exports of goods and services,Percent change,,7.802,-14.516,21.37,2020
Turkey,Population,Persons,Millions,83.155,83.614,84.617,2020
Turkmenistan,"Gross domestic product, constant prices",Percent change,,-7.721,-3.355,4.532,2020
Turkmenistan,"Gross domestic product, current prices",U.S. dollars,Billions,46.264,45.609,53.087,2020
Turkmenistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"7,899.96","7,673.60","8,843.87",2004
Turkmenistan,"Inflation, average consumer prices",Percent change,,5.092,7.583,12.45,2020
Turkmenistan,Volume of imports of goods and services,Percent change,,9.088,4.878,-0.2,2020
Turkmenistan,Volume of exports of goods and services,Percent change,,-11.051,-8.147,20.079,2020
Turkmenistan,Population,Persons,Millions,5.856,5.944,6.003,2004
Tuvalu,"Gross domestic product, constant prices",Percent change,,13.874,1.006,2.532,2019
Tuvalu,"Gross domestic product, current prices",U.S. dollars,Billions,0.054,0.055,0.065,2019
Tuvalu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,052.11","5,105.93","6,004.10",2017
Tuvalu,"Inflation, average consumer prices",Percent change,,3.492,1.57,2.456,2020
Tuvalu,Population,Persons,Millions,0.011,0.011,0.011,2017
Uganda,"Gross domestic product, constant prices",Percent change,,7.714,-0.841,4.707,2020
Uganda,"Gross domestic product, current prices",U.S. dollars,Billions,38.001,38.141,43.243,2020
Uganda,"Gross domestic product per capita, current prices",U.S. dollars,Units,954.253,925.264,"1,018.44",2016
Uganda,"Inflation, average consumer prices",Percent change,,2.344,2.758,2.161,2020
Uganda,Volume of imports of goods and services,Percent change,,17.47,4.289,10.664,2020
Uganda,Volume of exports of goods and services,Percent change,,8.412,-12.032,19.683,2020
Uganda,Population,Persons,Millions,39.823,41.222,42.46,2016
Ukraine,"Gross domestic product, constant prices",Percent change,,3.199,-4.042,3.45,2020
Ukraine,"Gross domestic product, current prices",U.S. dollars,Billions,153.997,155.3,181.038,2020
Ukraine,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,690.07","3,741.06","4,384.24",2020
Ukraine,"Inflation, average consumer prices",Percent change,,7.886,2.74,9.516,2020
Ukraine,Volume of imports of goods and services,Percent change,,7.217,-4.025,9.545,2020
Ukraine,Volume of exports of goods and services,Percent change,,7.174,-2.974,11.767,2020
Ukraine,Population,Persons,Millions,41.733,41.512,41.293,2020
United Arab Emirates,"Gross domestic product, constant prices",Percent change,,3.412,-6.135,2.237,2020
United Arab Emirates,"Gross domestic product, current prices",U.S. dollars,Billions,417.216,358.869,410.158,2020
United Arab Emirates,"Gross domestic product per capita, current prices",U.S. dollars,Units,"43,900.15","38,661.18","43,537.69",2020
United Arab Emirates,"Inflation, average consumer prices",Percent change,,-1.931,-2.074,2.023,2020
United Arab Emirates,Volume of imports of goods and services,Percent change,,-2.484,-17.807,1.149,2020
United Arab Emirates,Volume of exports of goods and services,Percent change,,0.067,-13.245,2.159,2020
United Arab Emirates,Population,Persons,Millions,9.504,9.282,9.421,2020
United Kingdom,"Gross domestic product, constant prices",Percent change,,1.434,-9.847,6.763,2020
United Kingdom,"Gross domestic product, current prices",U.S. dollars,Billions,"2,833.30","2,709.68","3,108.42",2020
United Kingdom,"Gross domestic product per capita, current prices",U.S. dollars,Units,"42,416.60","40,394.13","46,200.26",2019
United Kingdom,"Inflation, average consumer prices",Percent change,,1.791,0.851,2.191,2020
United Kingdom,Volume of imports of goods and services,Percent change,,2.734,-17.813,1.612,2020
United Kingdom,Volume of exports of goods and services,Percent change,,2.658,-16.413,0.368,2020
United Kingdom,Employment,Persons,Millions,32.799,32.529,32.337,2020
United Kingdom,Population,Persons,Millions,66.797,67.081,67.281,2019
United States,"Gross domestic product, constant prices",Percent change,,2.289,-3.405,5.973,2020
United States,"Gross domestic product, current prices",U.S. dollars,Billions,"21,372.60","20,893.75","22,939.58",2020
United States,"Gross domestic product per capita, current prices",U.S. dollars,Units,"65,051.88","63,358.49","69,375.38",2020
United States,"Inflation, average consumer prices",Percent change,,1.812,1.248,4.284,2020
United States,Volume of imports of goods and services,Percent change,,1.15,-8.933,14.14,2020
United States,Volume of exports of goods and services,Percent change,,-0.067,-13.561,5.409,2020
United States,Employment,Persons,Millions,157.536,147.794,152.724,2020
United States,Population,Persons,Millions,328.547,329.77,330.659,2020
Uruguay,"Gross domestic product, constant prices",Percent change,,0.35,-5.859,3.1,2020
Uruguay,"Gross domestic product, current prices",U.S. dollars,Billions,61.931,56.577,60.108,2020
Uruguay,"Gross domestic product per capita, current prices",U.S. dollars,Units,"17,601.27","16,023.35","16,965.08",2015
Uruguay,"Inflation, average consumer prices",Percent change,,7.882,9.756,7.515,2020
Uruguay,Volume of imports of goods and services,Percent change,,-3.424,-11.283,10.811,2020
Uruguay,Volume of exports of goods and services,Percent change,,-3.667,-21.693,1.892,2020
Uruguay,Population,Persons,Millions,3.519,3.531,3.543,2015
Uzbekistan,"Gross domestic product, constant prices",Percent change,,5.71,1.729,6.143,2020
Uzbekistan,"Gross domestic product, current prices",U.S. dollars,Billions,59.907,59.928,65.503,2020
Uzbekistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,801.43","1,767.49","1,901.49",2020
Uzbekistan,"Inflation, average consumer prices",Percent change,,14.526,12.855,10.967,2020
Uzbekistan,Volume of imports of goods and services,Percent change,,24.881,-13.201,0.424,2020
Uzbekistan,Volume of exports of goods and services,Percent change,,23.92,-16.91,9.385,2020
Uzbekistan,Population,Persons,Millions,33.256,33.906,34.448,2020
Vanuatu,"Gross domestic product, constant prices",Percent change,,3.913,-6.813,1.219,2018
Vanuatu,"Gross domestic product, current prices",U.S. dollars,Billions,0.928,0.932,0.999,2018
